ord freq form
192 444.87 علاق
193 442.86 منذ
194 441.33 شهر
195 441.33 الآن
196 441.30 موقع
197 439.43 سن
198 438.82 رب
199 438.05 فقط
200 437.21 حرب
201 433.28 لغ
202 433.14 سابق
203 431.81 ضع
204 431.81 عاد
205 429.09 ثقاف
206 427.56 ثلاث
207 426.29 مشروع
208 425.64 برنامج
209 425.55 دراس
210 419.05 |
211 418.76 هنا
212 418.15 جد
213 417.27 حولت
214 414.97 أرض
215 414.56 مجموع
216 413.66 ماد
217 413.29 واقع
218 413.21 خير
219 412.71 جعل
220 410.19 حرك
221 405.56 لوي
222 405.32 قلب
223 403.90 وق
224 402.18 مركز
225 401.57 نوع
226 399.06 جامع
227 398.55 جرز
228 398.17 عدّة
229 393.82 صح
230 393.74 ش
231 392.91 الإنسان
232 392.89 جاء
233 391.94 كم
234 391.66 رغم
235 390.62 متحد
236 389.90 جانب
237 387.94 صاحب
238 386.24 ام
239 385.94 لن
240 379.58 حر
241 373.68 كيف
242 371.45 مختلف
243 370.14 رأ
244 370.13 نحو
245 369.10 خدم
246 368.90 تعالى
247 367.61 مد
248 363.52 أحمد
249 362.59 حل
250 362.13 قدم
251 359.67 جود
252 359.32 طالب
253 358.88 مل
254 358.84 قض
255 358.25 يد
256 357.29 عود
257 356.81 أجل
258 356.70 أيض
259 355.86 ظهر
260 355.80 مما
261 355.56 حسب
262 355.09 طلب
263 354.68 لبنان
264 353.17 دخل
265 353.13 عشر
266 351.94 حاج
267 351.85 سلط
268 350.33 تب
269 350.19 ساع
270 349.66 باب
271 349.43 الدين
272 348.74 حب
273 342.45 فعل
274 339.53 لما
275 339.47 صحيح
276 335.84 حين
277 335.24 أخذ
278 335.06 نحن
279 334.45 مهم
280 334.44 فكر
281 332.29 مثل
282 332.24 قام
283 328.10 مو
284 327.72 الحياة
285 327.61 ضد
286 327.58 تحت
287 327.39 حسن
288 326.84 اذ
289 326.57 حزب
290 325.56 تحقيق
291 324.84 مرأ
292 323.88 دكتور
293 323.45 هدف
294 322.49 مشارك
295 322.26 فلاة
296 319.99 خط
297 319.53 مشكل
298 318.60 كلم
299 317.01 تعليم
300 316.73 ولا
301 316.62 روا
302 309.27 تال
303 309.19 ذهب
304 309.14 قرء
305 307.55 الثاني
306 306.00 اقتصادي
307 305.17 gt
308 304.92 العربي
309 302.63 مسيح
310 302.27 أمن
311 300.58 منهم
312 299.13 حمل
313 298.54 جماع
314 297.21 أخ
315 297.09 الشيخ
316 295.34 تر
317 294.93 بناء
318 294.92 عضو
319 294.89 أمريكي
320 294.62 طويل
321 292.65 معنى
322 292.56 وجد
323 292.37 قيم
324 291.16 دعو
325 290.94 صلا
326 290.10 خرج
327 288.24 انتخاب
328 287.86 عسكر
329 287.72 فن
330 287.22 جزء
331 287.11 ياس
332 286.11 طبع
333 285.74 تقدم
334 285.72 معلومات
335 284.98 اتفاق
336 281.60 تجار
337 281.47 نعم
338 280.93 الإسلام
339 279.35 وضع
340 278.99 ربما
341 278.24 أصبح
342 276.97 أخير
343 276.47 عرض
344 275.38 منظم
345 275.30 صالح
346 275.04 طفل
347 274.74 موجود
348 274.34 خاصة
349 274.33 محل
350 273.62 بحث
351 272.29 روح
352 271.93 نها
353 271.74 قرار
354 271.70 رقم
355 271.29 دائم
356 271.18 رأس
357 269.81 أيضا
358 269.30 ور
359 268.73 عاشر
360 267.94 نص
361 267.80 شرط
362 267.55 خمس
363 267.21 ريد
364 266.67 صناع
365 266.41 ذات
366 265.75 نقل
367 264.40 ثير
368 264.25 عامل
369 262.85 شعب
370 261.24 صفح
371 259.74 رحم
372 258.43 إنما
373 257.83 زياد
374 257.72 العرب
375 257.37 قراء
376 256.87 المسلمين
377 256.13 موقف
378 256.10 مواطن
379 255.54 خبر
380 255.48 الشعب
381 255.41 مقال
382 254.71 مش
383 254.31 عيد
384 253.42 حصل
385 253.40 فق
386 253.35 معرف
387 253.29 مصدر
388 252.55 قائم
389 251.95 بس
390 251.84 قاعد
391 250.42 عقل
392 250.41 استخدام
393 250.33 شر
394 250.22 مدين
395 249.25 سوق
396 248.94 سوف
397 248.37 يوم
398 247.43 إضاف
399 246.76 الأولى
400 246.51 قتل
401 246.47 درج
402 245.89 النبي
403 245.76 كامل
404 243.02 رسم
405 242.93 ضفدع
406 241.08 قص
407 240.88 رسال
408 240.49 طور
409 239.59 دولار
410 239.43 حوار
411 239.25 رفع
412 239.15 أمام
413 238.46 وقت
414 237.89 عديد
415 237.54 جديدة
416 237.16 دل
417 236.98 سعيد
418 236.91 إدارة
419 236.89 تاب
420 236.73 {
421 236.30 عبرة
422 236.27 مساعد
423 235.42 مدينة
424 235.12 جيش
425 234.76 تح
426 233.62 يف
427 233.24 عمرة
428 232.77 اب
429 232.55 اتحاد
430 232.22 حقوق
431 231.93 السياسية
432 231.84 تنفيذ
433 231.76 زير
434 231.69 مكتب
435 231.06 أكبر
436 230.89 قديم
437 230.57 حيا
438 228.90 شأن
439 227.93 قر
440 227.36 محافظ
441 227.05 عدد
442 226.72 بشر
443 226.67 جمل
444 225.34 دم
445 225.05 سنة
446 224.97 لد
447 224.45 قياد
448 224.24 جدا
449 224.17 أقل
450 223.91 مؤتمر
451 223.85 منع
452 222.79 مدرس
453 222.30 مباشر
454 222.00 شيخ
455 221.71 ظل
456 220.81 مدير
457 220.10 فعال
458 219.83 مقابل
459 219.74 هؤلاء
460 219.43 نتيج
461 218.36 مم
462 218.30 تابع
463 218.17 أحكام
464 217.26 عض
465 216.95 خلاف
466 216.74 رض
467 216.44 نار
468 216.38 عقد
469 216.29 raquo
470 216.00 جل
471 215.89 دع
472 215.56 بيرة
473 215.13 صغير
474 214.27 ضرب
475 213.65 شيئ
476 213.57 زار
477 213.02 مناسب
478 212.95 أمرة
479 212.94 شباب
480 212.82 صحف
481 211.66 كلام
482 211.59 تقول
483 211.53 سر
484 210.97 نفط
485 210.26 تغيير
486 209.73 بي
487 209.61 إعلام
488 209.46 طاق
489 208.73 قم
490 208.43 غ
491 208.30 مزيد
492 208.27 يهود
493 208.07 الماضي
494 207.65 تى
495 207.10 أحد
496 206.88 رفض
497 206.87 السيد
498 206.46 }
499 204.93 اسم
500 203.60 نشر
501 203.40 ءا
502 202.91 ألوف
503 202.66 الملك
504 202.24 جهاز
505 202.22 عال
506 201.74 علي
507 201.55 قيام
508 201.24 خلف
509 200.93 دا
510 200.36 دأ
511 199.57 الإسلامية
512 199.41 هكذا
513 199.18 تحدث
514 199.04 جنس
515 198.83 غرب
516 198.64 دفع
517 198.31 سور
518 198.03 دخول
519 197.03 دار
520 196.73 عين
521 196.62 تعا
522 195.79 ز
523 195.70 معروف
524 194.82 الحق
525 194.77 أخلاق
526 194.75 حاول
527 194.66 أصل
528 194.36 اعتبار
529 194.28 ضل
530 194.15 ديمقراطي
531 193.87 الحكم
532 193.74 دني
533 193.35 تقرير
534 193.08 دليل
535 192.69 عنو
536 192.38 مرة
537 192.28 لذلك
538 191.91 أعمال
539 191.82 زيار
540 191.29 عصر
541 190.67 سيد
542 190.54 حمد
543 190.29 زمن
544 190.14 شاب
545 190.02 شاعر
546 189.92 مرض
547 189.68 ضمن
548 189.18 تنظيم
549 189.01 دفاع
550 187.19 حكم
551 187.19 الثانية
552 187.18 لدى
553 187.07 بريطاني
554 186.88 تعرف
555 186.83 خلق
556 186.41 وطن
557 184.58 بلاد
558 184.37 صديق
559 184.23 كر
560 183.94 فوق
561 183.43 بحر
562 182.89 فتر
563 182.78 عهد
564 182.58 أستاذ
565 182.48 حصول
566 181.87 عمر
567 181.72 كتب
568 181.40 أدب
569 181.39 عيش
570 180.94 أمير
571 180.85 محاول
572 180.64 يم
573 180.51 قرن
574 180.46 حرم
575 180.43 طب
576 180.26 شمال
577 179.97 ناد
578 179.59 جر
579 179.34 شارع
580 179.27 مجال
581 178.77 ملك
582 178.58 ليل
583 177.20 ملف
584 176.97 اتصال
585 176.89 مائ
586 176.82 ثالث
587 176.76 جوز
588 176.47 أطفال
589 176.45 بدأ
590 176.33 احتلال
591 176.00 الآخر
592 175.85 شديد
593 175.71 حما
594 175.37 شرع
595 174.44 السياسي
596 174.31 سم
597 174.25 بيل
598 174.24 دارة
599 174.16 طول
600 173.90 اضح
601 173.63 حن
602 173.55 حساب
603 173.38 مقاوم
604 173.20 شيع
605 171.96 أت
606 171.83 أنّ
607 171.70 زال
608 171.58 رجال
609 171.26 عائل
610 170.99 سواء
611 170.86 بق
612 170.47 نائب
613 170.27 دعم
614 170.22 لجن
615 170.07 أربع
616 169.65 ضرورة
617 169.57 ظاهر
618 169.42 بينما
619 168.71 لاعب
620 168.54 لام
621 168.38 قريب
622 168.25 جيد
623 168.02 حاضر
624 167.82 مدن
625 167.67 قطاع
626 167.31 يك
627 166.83 ضم
628 166.50 صار
629 166.10 إجراء
630 166.03 رغب
631 164.95 ط
632 164.66 تعامل
633 164.63 تحديد
634 164.56 تعلم
635 164.46 طيب
636 164.33 طرف
637 164.26 أسر
638 164.18 حج
639 163.08 مجرد
640 162.89 نب
641 162.77 تقديم
642 162.59 خالد
643 162.42 أمور
644 162.04 لى
645 161.96 نصف
646 161.70 ترك
647 161.53 السعودية
648 161.51 رياض
649 161.40 محكم
650 161.40 جداً
651 161.16 دولة
652 160.65 امر
653 160.65 شبك
654 160.21 تقوم
655 160.12 وط
656 158.85 الكريم
657 158.83 صدر
658 158.53 أردن
659 158.44 منتدى
660 158.38 قادم
661 158.11 زواج
662 157.86 زراع
663 157.80 قضاء
664 157.68 رق
665 157.27 أقول
666 157.23 تعرض
667 157.20 علاج
668 157.00 رؤ
669 156.93 استثمار
670 156.75 طبق
671 156.61 تطبيق
672 155.99 وحد
673 155.93 قسم
674 155.72 حضار
675 155.70 النساء
676 155.66 ارتفاع
677 155.30 عليك
678 154.93 دين
679 154.90 حفظ
680 154.80 سب
681 154.60 قائل
682 153.78 جلس
683 153.75 الإمام
684 153.74 ض
685 153.73 جنوب
686 153.64 شاهد
687 153.61 مواجه
688 153.56 مجلة
689 153.40 عز
690 153.13 واجب
691 152.98 صحيف
692 152.31 بب
693 152.14 نقد
694 152.00 إنتاج
695 151.97 مرحل
696 151.95 جمهور
697 151.84 اثن
698 151.81 قع
699 151.30 أعلى
700 151.08 c
701 150.79 نقط
702 150.61 تطوير
703 150.34 نجاح
704 150.08 يعتبر
705 149.94 معارض
706 149.51 حجم
707 149.38 عدو
708 149.07 زم
709 148.90 اتجاه
710 148.71 عباد
711 148.57 تطور
712 148.28 مسرح
713 148.18 شكر
714 147.94 إير
715 147.08 ثاني
716 146.83 طبيعة
717 146.31 مسجد
718 146.07 وجود
719 146.03 إرهاب
720 145.94 حماس
721 145.72 –
722 145.72 مستوى
723 145.28 سيار
724 145.17 خصوص
725 145.11 مس
726 145.05 مشاهد
727 144.86 ترب
728 144.79 قوة
729 144.65 الف
730 144.60 الجديدة
731 144.60 ضح
732 144.49 حول
733 144.46 اختيار
734 144.45 رى
735 144.43 منزل
736 144.38 تأثير
737 144.24 rlm
738 144.20 عم
739 144.16 رأي
740 144.08 تجرب
741 143.85 laquo
742 143.84 باسم
743 143.80 ألا
744 143.77 تدخل
745 143.65 أمم
746 143.61 شهاد
747 143.56 عنصر
748 143.24 حت
749 143.22 واسط
750 143.08 جسد
751 142.93 دقيق
752 142.51 صعب
753 142.51 أكد
754 141.96 إمكان
755 141.94 معظم
756 141.87 اكثر
757 141.72 طبيعي
758 141.68 ذى
759 141.60 وحيد
760 141.53 تحول
761 141.51 ثق
762 141.50 خليج
763 141.48 مقدم
764 141.47 ربيع
765 141.17 بيان
766 141.14 حسين
767 140.92 جار
768 140.88 بغداد
769 140.76 فِي
770 140.74 قائد
771 140.73 لازم
772 140.59 أسبوع
773 140.37 ورد
774 139.27 جسم
775 139.21 قرب
776 139.13 صدق
777 138.87 إعادة
778 138.64 تفسير
779 138.60 ضغط
780 138.51 فلسطي
781 138.44 نصاب
782 138.17 صو
783 137.84 توج
784 137.83 عكس
785 137.71 طلبة
786 137.66 را
787 137.64 طائر
788 137.60 فريق
789 137.43 تعلق
790 137.31 حدود
791 136.93 جنب
792 136.74 مسألة
793 136.35 قرأ
794 136.32 الوزراء
795 136.30 حلق
796 136.13 تعبير
797 136.12 مطلوب
798 135.16 ون
799 135.14 ممارس
800 134.96 تحمل
801 134.73 فان
802 134.46 رئاس
803 134.43 ذا
804 134.33 قيل
805 134.29 حظ
806 134.26 وزير
807 133.85 علماء
808 133.75 فضل
809 133.72 إعلان
810 133.48 الإسلامي
811 133.39 بدو
812 133.24 صباح
813 133.12 أمل
814 133.05 غزة
815 132.91 ء
816 132.83 تدريب
817 132.83 ريق
818 132.79 أل
819 132.77 غريب
820 132.65 مِنْ
821 132.32 خطأ
822 132.30 لعب
823 132.29 تحرير
824 131.80 فصل
825 131.74 مصلح
826 131.65 مارس
827 131.13 سعد
828 131.00 قف
829 130.89 وآله
830 130.86 أضاف
831 130.75 سمع
832 130.58 راجل
833 130.41 صراع
834 130.12 the
835 129.85 معلم
836 129.82 فتح
837 129.80 تغير
838 129.55 أمس
839 129.41 معا
840 129.32 ثلة
841 129.00 ثور
842 128.99 بح
843 128.78 الثالث
844 128.39 جو
845 128.35 تع
846 128.28 محمود
847 128.22 عبد
848 128.19 درس
849 128.07 شمس
850 127.54 مفهوم
851 127.36 ناح
852 127.29 الكبير
853 127.14 يقول
854 127.03 موظف
855 126.99 كشف
856 126.87 
857 126.79 لاد
858 126.73 الماء
859 126.66 نشاط
860 126.39 مستقبل
861 126.38 استمرار
862 126.28 شئ
863 126.19 انسي
864 125.77 الأميركية
865 125.49 إصلاح
866 125.47 صبح
867 125.38 رجع
868 125.35 قطع
869 125.07 فرق
870 124.62 ثني
871 124.50 إبراهيم
872 124.48 تشكيل
873 124.42 أسس
874 124.25 منتج
875 124.00 كاف
876 123.68 فتحة
877 123.37 طرق
878 123.25 الوطن
879 123.16 أنهم
880 122.99 قرارة
881 122.98 سك
882 122.75 در
883 122.70 عظيم
884 122.66 الشرق
885 122.43 عبدالله
886 121.89 ـ
887 121.87 رحل
888 121.79 عراض
889 121.77 جميل
890 121.69 عمال
891 121.47 عدل
892 121.45 قوال
893 121.25 قرر
894 121.24 ترجم
895 121.12 المصري
896 121.12 خطو
897 120.87 أثر
898 120.66 سعر
899 120.60 om
900 120.53 قليل
901 120.41 فقر
902 119.92 هى
903 119.73 يوسف
904 119.64 حي
905 119.53 يستطيع
906 119.43 سوى
907 119.38 خطير
908 119.24 وراء
909 119.10 يار
910 119.01 منتخب
911 118.85 شاة
912 118.69 ايران
913 118.54 قانون
914 118.46 تصل
915 118.27 مقدس
916 117.95 موافق
917 117.76 أخبر
918 117.46 إطلاق
919 117.42 شرح
920 117.30 أسلوب
921 117.15 إذن
922 117.02 تجد
923 117.01 متابع
924 117.00 صورة
925 116.98 وح
926 116.72 وصول
927 116.32 سير
928 116.32 طائف
929 116.08 عباس
930 115.77 تريد
931 115.51 بع
932 115.35 الرحمن
933 115.29 ممثل
934 115.28 مقبل
935 115.21 حقق
936 115.18 القول
937 115.06 قسمة
938 115.01 خل
939 114.98 بوش
940 114.92 بيع
941 114.87 عموم
942 114.77 ثا
943 114.72 عبارة
944 114.62 ثب
945 114.60 الكويت
946 114.24 طعام
947 114.22 سوريا
948 114.10 كنيس
949 114.04 بني
950 114.03 اختلاف
951 113.86 امرأ
952 113.80 حكومي
953 113.77 سعود
954 113.76 غرف
955 113.54 قَال
956 113.42 القدس
957 113.11 القاهرة
958 112.87 لابد
959 112.75 نبغ
960 112.66 العزيز
961 112.35 سع
962 112.20 جهد
963 111.65 تعمل
964 111.65 الغربية
965 111.36 عاصم
966 111.23 حضر
967 111.21 قطيع
968 111.17 باق
969 111.08 تقدير
970 111.03 ترى
971 110.96 مالك
972 110.96 تسجيل
973 110.76 إقام
974 110.59 مناطق
975 110.56 وج
976 110.51 سنو
977 110.48 سرع
978 110.44 إخو
979 110.13 عظم
980 110.10 احمد
981 110.09 يحتاج
982 109.90 مليار
983 109.77 معالج
984 109.76 كثيرا
985 109.69 فهم
986 109.64 حادث
987 109.62 السؤال
988 109.60 بنت
989 109.58 قادر
990 109.58 تصريح
991 109.46 أعلن
992 109.44 يزيد
993 109.44 عبر
994 109.30 مؤسسة
995 109.21 عب
996 108.63 #
997 108.46 تعديل
998 108.40 أشار
999 108.36 قتول
1000 108.29 عنف
1001 108.01 رائع
1002 107.95 اسرائيل
1003 107.94 أراد
1004 107.92 عقدة
1005 107.67 تجاوز
1006 107.65 تأكيد
1007 107.62 حا
1008 107.55 دائر
1009 107.51 طرح
1010 107.49 فرد
1011 107.35 شد
1012 107.30 حس
1013 107.19 موسى
1014 106.72 عمرو
1015 106.51 فيلم
1016 106.51 عط
1017 105.97 أكل
1018 105.76 شهد
1019 105.70 سائل
1020 105.68 ها
1021 105.66 تقن
1022 105.47 مصالح
1023 105.46 وسوط
1024 105.43 محب
1025 105.23 ضوء
1026 105.17 تحقق
1027 105.14 صرف
1028 105.00 قبول
1029 104.85 a
1030 104.83 توقف
1031 104.74 قدوم
1032 104.68 نزل
1033 104.63 خروج
1034 104.62 أبهم
1035 104.51 واسع
1036 104.50 محدد
1037 104.08 ميا
1038 103.96 حديد
1039 103.60 غالب
1040 103.35 ماض
1041 103.25 كافة
1042 103.25 ؟؟
1043 103.22 الحسن
1044 103.20 مئ
1045 103.16 حوالي
1046 103.15 مبارا
1047 103.09 غا
1048 103.07 شكلة
1049 102.91 الانسان
1050 102.83 مجل
1051 102.69 باحث
1052 102.50 ابو
1053 102.49 مسلم
1054 102.41 تصرف
1055 102.39 السياسة
1056 102.29 PM
1057 102.28 مريض
1058 102.22 عقوب
1059 102.10 أصيل
1060 101.73 طلاب
1061 101.42 أهم
1062 101.41 بالله
1063 101.39 عثمان
1064 101.35 أعتقد
1065 101.31 ظروف
1066 101.19 تفكير
1067 101.14 رم
1068 101.14 نمو
1069 101.13 مستخدم
1070 100.99 هجر
1071 100.97 دمشق
1072 100.79 مستو
1073 100.47 أخر
1074 100.44 كي
1075 100.38 تقريب
1076 100.32 مملك
1077 100.31 معدل
1078 100.27 أسباب
1079 100.23 تقليد
1080 100.15 مسلح
1081 100.14 اخ
1082 100.13 المؤمنين
1083 100.09 رع
1084 100.08 الجمهورية
1085 99.95 إحدى
1086 99.91 صوت
1087 99.62 تبع
1088 99.53 دخيل
1089 99.44 قطر
1090 99.39 مؤلف
1091 99.39 يوليو
1092 99.36 رعا
1093 99.26 نسخ
1094 99.10 أين
1095 98.99 مبلغ
1096 98.79 أراض
1097 98.77 منهج
1098 98.70 التزام
1099 98.60 كف
1100 98.58 وظيف
1101 98.54 حيو
1102 98.46 سلاح
1103 98.27 قابل
1104 98.14 نقلة
1105 98.12 الآخرين
1106 98.11 الاول
1107 98.09 وسيلة
1108 98.09 زاد
1109 97.50 مساح
1110 97.48 شف
1111 97.28 حامل
1112 97.28 ثر
1113 97.23 المواد
1114 97.22 بر
1115 97.19 رأى
1116 97.15 قصير
1117 97.09 متى
1118 97.08 اجل
1119 97.06 ظلم
1120 97.01 مبدأ
1121 96.94 رص
1122 96.93 تشريع
1123 96.88 خوف
1124 96.85 أوسط
1125 96.78 هجوم
1126 96.70 عادل
1127 96.65 لقاء
1128 96.46 احترام
1129 96.35 ساح
1130 96.34 سهل
1131 96.32 صدام
1132 96.19 معرض
1133 96.11 مشتر
1134 95.89 صادر
1135 95.89 بيئ
1136 95.89 شل
1137 95.85 جهاد
1138 95.73 استراتيجي
1139 95.64 نشرة
1140 95.61 بعضهم
1141 95.55 تذكر
1142 95.35 الواحد
1143 95.33 تيار
1144 95.24 شامل
1145 95.24 أصحاب
1146 95.06 مدية
1147 95.05 راح
1148 95.00 طن
1149 94.99 أداء
1150 94.90 ولد
1151 94.71 ؤد
1152 94.66 اللهم
1153 94.15 حص
1154 94.14 هيئة
1155 93.98 مراحل
1156 93.82 ساعد
1157 93.76 نصر
1158 93.74 شار
1159 93.63 قطار
1160 93.49 تفصيل
1161 93.46 أحب
1162 93.46 جريد
1163 93.37 طبيب
1164 93.37 معين
1165 93.35 عش
1166 93.33 وصف
1167 93.31 متوسط
1168 93.29 بقى
1169 93.13 جمال
1170 93.10 مذهب
1171 93.02 روب
1172 92.89 رح
1173 92.51 شب
1174 92.49 حضور
1175 92.45 AM
1176 92.45 منح
1177 92.36 خص
1178 92.19 مراقب
1179 92.19 واقف
1180 92.02 السماء
1181 91.96 اعتبر
1182 91.89 نقص
1183 91.86 لط
1184 91.79 ممن
1185 91.71 ميز
1186 91.70 أملاك
1187 91.70 مني
1188 91.52 وزارة
1189 91.51 دعوى
1190 91.48 يل
1191 91.45 جائز
1192 91.30 اللّه
1193 91.02 غاز
1194 90.90 الحسين
1195 90.87 مثلا
1196 90.56 تحليل
1197 90.51 محيط
1198 90.43 موضع
1199 90.43 الاقتصاد
1200 90.41 الاسلامية
1201 90.29 عقيد
1202 90.23 غضب
1203 90.23 قوى
1204 90.20 امام
1205 89.87 قلم
1206 89.81 خطر
1207 89.70 خطاب
1208 89.69 إراض
1209 89.53 تمثل
1210 89.11 طل
1211 89.06 مستقل
1212 89.04 ضيف
1213 88.97 سحوف
1214 88.94 توقع
1215 88.83 شو
1216 88.81 حرام
1217 88.73 متعلق
1218 88.61 ذر
1219 88.54 تعد
1220 88.47 سجن
1221 88.44 قصيد
1222 88.38 نتائج
1223 88.31 حلم
1224 88.23 سل
1225 88.14 قصد
1226 88.11 بكرة
1227 88.07 شراء
1228 88.04 مستمر
1229 87.96 أخرج
1230 87.93 فرع
1231 87.92 جند
1232 87.85 ملاحظ
1233 87.74 ضروري
1234 87.70 قبض
1235 87.57 المغرب
1236 87.33 رك
1237 87.26 رابع
1238 87.25 شغل
1239 86.93 اخرى
1240 86.90 إثار
1241 86.78 الأيام
1242 86.76 كثيراً
1243 86.73 مشهد
1244 86.69 تحر
1245 86.34 أد
1246 86.30 إنشاء
1247 86.30 قلة
1248 86.22 صنع
1249 86.15 روس
1250 86.12 فرص
1251 86.08 قنا
1252 86.05 مايو
1253 86.05 http
1254 86.01 ث
1255 85.95 سليمان
1256 85.94 مذكور
1257 85.92 جريم
1258 85.56 ظن
1259 85.40 تماما
1260 85.38 مطالب
1261 85.34 لب
1262 85.25 طلق
1263 85.23 شريع
1264 85.20 رمضان
1265 85.05 عما
1266 84.93 قلق
1267 84.84 أحداث
1268 84.80 بدا
1269 84.53 سياح
1270 84.45 عليم
1271 84.22 شأ
1272 84.21 المستقبل
1273 84.12 مخالف
1274 84.05 بد
1275 84.02 علام
1276 83.85 أجنب
1277 83.82 نجود
1278 83.80 عقار
1279 83.78 أس
1280 83.76 مناقش
1281 83.75 بينهم
1282 83.75 ضعف
1283 83.72 شعوب
1284 83.70 منجاة
1285 83.66 رمز
1286 83.63 زيد
1287 83.36 مواقع
1288 83.29 رو
1289 83.24 مشترك
1290 83.13 ونيو
1291 83.10 اعتماد
1292 83.04 سبتمبر
1293 82.93 أغلب
1294 82.88 ساعة
1295 82.86 حافظ
1296 82.82 شيط
1297 82.76 ود
1298 82.70 استعمال
1299 82.53 تكلم
1300 82.53 سيط
1301 82.52 توزيع
1302 82.43 مبادر
1303 82.30 تستطيع
1304 82.26 معامل
1305 82.26 استطاع
1306 82.01 إقليم
1307 81.91 ألماني
1308 81.78 مهما
1309 81.70 مدون
1310 81.56 أشياء
1311 81.49 الاسلام
1312 81.47 تهم
1313 81.47 قط
1314 81.38 متعدد
1315 81.35 شريط
1316 81.30 مقارن
1317 81.30 حث
1318 81.12 مرشح
1319 80.97 of
1320 80.96 مدارس
1321 80.90 عميق
1322 80.84 حرار
1323 80.80 and
1324 80.60 
1325 80.60 مراجع
1326 80.58 استقرار
1327 80.52 تجمع
1328 80.40 عَلَى
1329 80.22 شرق
1330 80.11 وع
1331 80.10 to
1332 80.03 جيل
1333 80.02 دينار
1334 79.99 حاد
1335 79.98 قبيل
1336 79.83 احتمال
1337 79.68 هد
1338 79.65 أعرف
